TV;Radio;Social Media;Influencer;Sales
13;1.178.416.233;6.490.106.168;Mega;4.910.778.734
56;1.470.641.376;398.567.555;Micro;200.002.557
62;2.115.923.997;0.1411057;Micro;2.230.521.522
17;6.867.834.252;0.023448897;Micro;5.537.313.085
18;1.271.180.652;1.050.902.776;Mega;6.280.019.843
36;1.757.188.246;1.500.329.303;Nano;1.298.176.825
68;2.699.061.065;2.552.594.587;Macro;238.337.812
30;5.312.299.993;0.516589987;Nano;1.065.992.303
73;2.301.551.995;2.959.907.987;Micro;2.558.052.576
26;1.739.578.302;6.435.910.993;Macro;9.631.729.934
63;2.391.406.052;3.340.211.678;Mega;2.248.081.681
32;558.329.736;1.811.827.945;Mega;1.141.926.467
80;3.028.224.548;7.438.100.621;Macro;2.832.811.538
79;2.313.587.607;140.636.985;Nano;2.795.126.168
27;7.759.085.036;1.017.372.135;Micro;9.471.314.891
28;1.080.138.028;3.119.772.273;Nano;9.596.736.372
23;6.674.391.648;0.15301899;Nano;833.869.198
56;1.321.843.022;3.196.613.591;Nano;2.035.649.727
88;2.754.281.898;4.614.034.843;Mega;3.153.768.673
33;8.767.063.323;3.074.580.992;Macro;1.191.906.975
56;1.465.286.853;2.096.605.189;Mega;2.004.501.628
47;1.822.307.143;1.474.865.689;Macro;1.697.622.455
89;3.106.459.542;600.634.362;Mega;321.353.775
64;126.264.151;1.734.419.715;Micro;2.323.602.699
20;5.529.660.156;1.538.808.526;Macro;7.137.816.586
85;1.880.897.495;5.653.697.173;Macro;3.030.271.396
68;281.018.425;1.426.340.997;Mega;2.454.946.136
89;3.110.587.709;4.739.285.667;Macro;3.146.516.345
54;9.674.174.412;1.365.669.378;Micro;1.911.595.594
74;2.016.118.814;257.120.506;Nano;2.615.225.806
84;2.642.486.812;119.268.299;Micro;3.010.353.218
98;3.339.717.323;7.286.840.033;Mega;3.503.919.102
26;8.893.581.105;0.236530774;Nano;8.835.156.547
87;1.991.736.078;3.127.906.282;Macro;3.062.487.772
49;9.296.765.758;1.840.306.536;Macro;170.806.851
100;3.771.103.171;8.096.590.776;Nano;3.556.437.032
69;2.031.132.319;2.926.078.332;Macro;2.500.282.238
70;2.302.194.895;8.345.155.386;Micro;2.454.126.376
93;1.653.028.988;2.319.053.522;Nano;3.362.135.837
26;1.520.439.445;3.615.245.315;Micro;9.266.783.206
88;3.439.190.309;5.058.448.106;Macro;3.079.807.713
19;1.470.872.866;2.737.595.238;Micro;7.095.160.392
25;1.780.623.496;2.724.311.667;Micro;9.053.373.293
42;759.338.776;0.350837784;Nano;1.543.461.066
59;1.057.227.241;0.978358792;Macro;2.062.240.263
78;2.539.863.272;5.864.782.672;Mega;27.360.741
16;3.849.731.765;123.722.102;Micro;5.715.088.632
94;2.747.401.916;5.880.689.586;Macro;3.363.336.192
37;1.495.661.588;3.961.661.465;Macro;1.287.187.909
45;1.692.875.024;0.551052977;Micro;1.622.357.016
64;2.689.935.681;7.413.317.734;Nano;2.224.696.465
81;2.972.285.354;1.837.938.386;Nano;2.913.337.296
46;8.066.799.135;0.508134517;Micro;1.652.759.528
100;3.272.043.521;4.622.529.206;Mega;3.553.688.708
30;1.103.989.483;0.224889558;Micro;108.360.295
74;2.611.537.916;5.268.664.251;Nano;2.639.934.407
25;7.787.564.905;1.171.257.249;Mega;8.273.231.231
17;6.337.465.655;1.733.237.745;Nano;6.318.462.712
34;1.263.758.596;0.308467931;Micro;1.128.147.944
21;2.126.632.572;1.771.582.974;Micro;7.367.573.204
56;8.731.409.299;3.349.439.969;Nano;1.995.647.998
77;2.954.985.454;5.219.418.108;Nano;2.717.395.527
42;1.520.469.724;2.230.216.304;Nano;1.512.248.068
11;4.512.800.943;22.934.618;Nano;3.505.080.497
20;1.033.151.042;1.335.153.841;Micro;694.310.121
27;6.665.685.049;1.885.684.114;Nano;9.565.706.989
54;2.655.541.659;4.633.747.811;Nano;1.929.436.776
14;9.102.133.973;0.114328704;Micro;5.032.466.078
52;1.479.010.177;3.012.857.573;Macro;1.791.528.586
50;2.342.542.742;1.702.195.369;Mega;1.770.023.893
50;1.957.574.792;0.47773224;Micro;1.768.909.589
78;1.920.396.374;2.635.150.336;Macro;2.757.605.866
54;1.569.645.629;3.306.405.925;Macro;184.643.663
57;2.118.777.348;1.021.528.117;Macro;2.000.908.822
56;1.592.090.337;0.310011712;Micro;1.971.262.712
94;2.530.668.459;8.030.213.252;Mega;3.326.334.624
58;1.816.916.172;0.137570341;Macro;2.043.054.142
74;1.941.782.899;4.035.883.388;Macro;2.659.391.924
96;3.719.547.402;866.657.884;Macro;3.372.020.617
82;2.851.798.649;524.218.225;Nano;2.915.637.059
48;1.459.080.695;0.457234705;Mega;175.001.346
46;2.278.233.554;1.590.795.934;Mega;1.645.918.119
97;4.219.441.845;5.549.949.955;Mega;3.447.151.915
15;1.724.488.258;2.238.012.224;Micro;5.214.299.852
23;4.290.951.161;0.999133071;Macro;8.623.968.543
17;9.735.393.504;497.714.354;Mega;6.267.089.721
29;1.127.808.484;3.290.785.312;Nano;1.008.025.627
79;3.357.670.036;2.990.845.572;Mega;2.820.397.908
28;1.082.316.525;0.023109357;Micro;9.473.689.499
39;1.919.282.825;1.538.106.706;Macro;1.408.227.323
97;357.618.836;7.309.638.816;Macro;3.473.233.081
15;2.251.002.844;2.071.719.253;Micro;4.476.171.723
73;3.876.584.877;3.606.399.358;Mega;2.589.137.088
26;1.596.243.391;3.251.310.532;Mega;9.426.338.068
44;0.132417912;0.091141363;Mega;1.557.968.397
73;2.514.783.209;3.786.915.705;Nano;256.954.759
75;2.570.465.202;5.893.578.362;Nano;2.635.301.403
59;1.304.265.832;1.123.624.456;Mega;2.134.828.328
22;9.963.834.215;5.045.815.917;Nano;7.256.953.736
93;2.697.803.866;6.000.294.191;Nano;3.273.526.318
39;8.192.233.052;1.786.003.784;Nano;1.397.761.666
22;5.538.209.038;3.675.905.542;Micro;8.025.905.423
19;7.726.151.916;2.074.506.079;Macro;6.631.751.682
63;1.933.340.894;670.398.406;Nano;2.254.610.415
66;1.953.230.719;3.884.088.166;Nano;2.359.187.645
92;3.162.614.758;2.225.636.163;Mega;3.278.182.529
84;2.827.780.956;3.840.343.724;Nano;2.990.219.882
47;1.383.842.892;2.524.159.498;Mega;1.667.838.325
46;1.471.086.338;0.961338138;Mega;1.662.649.357
45;1.863.377.368;163.969.465;Nano;1.686.752.956
59;2.306.216.322;2.518.604.614;Micro;2.072.001.801
15;3.013.590.798;4.312.852.977;Micro;5.137.877.069
11;0.038150719;0.266766715;Macro;3.405.955.871
88;3.592.794.676;8.670.850.647;Micro;3.119.081.452
21;6.326.904.995;1.731.504.711;Macro;7.882.350.018
65;2.528.510.272;1.205.474.882;Mega;2.284.543.835
91;2.785.349.299;7.912.248.122;Macro;327.304.958
74;263.268.719;0.204875336;Macro;2.674.578.554
90;2.858.855.473;4.505.421.748;Nano;3.194.801.251
58;2.090.685.872;4.012.199.218;Mega;2.101.743.325
62;2.734.392.422;1.912.193.777;Mega;2.215.407.249
69;2.611.436.417;2.022.409.609;Nano;2.442.670.557
14;4.432.798.462;0.637216069;Mega;4.850.317.794
51;119.448.119;1.367.738.794;Macro;1.802.701.025
17;6.644.540.939;0.889902454;Nano;5.785.481.043
89;2.222.106.752;4.799.168.916;Micro;3.215.551.625
12;3.188.129.588;1.048.343.863;Micro;4.058.860.539
77;2.884.546.272;2.077.203.913;Nano;2.777.545
35;1.430.888.641;1.266.797.266;Mega;1.234.672.451
45;1.651.570.417;6.973.442.838;Micro;1.601.700.141
69;2.153.031.815;0.808431096;Macro;2.443.593.923
36;1.246.065.694;191.697.969;Nano;130.308.934
90;3.076.362.901;3.521.698.276;Nano;3.201.647.752
68;185.450.234;3.901.617.087;Mega;2.465.262.933
97;3.266.492.942;3.404.343.568;Micro;342.131.861
88;203.636.207;5.245.145.153;Macro;3.135.980.144
37;1.811.528.843;3.862.596.413;Nano;1.292.207.028
26;1.288.857.643;4.686.955.087;Micro;9.142.400.652
100;3.499.956.608;3.442.713.665;Micro;3.546.234.629
85;2.415.551.314;4.220.903.998;Mega;3.032.976.855
55;2.407.212.451;5.369.232.218;Macro;1.945.590.745
52;2.030.070.166;4.283.666.628;Macro;1.849.717.778
34;1.161.161.414;3.240.610.721;Micro;1.146.961.146
70;2.331.774.328;5.445.912.683;Micro;249.273.605
34;1.236.083.061;5.470.915.563;Mega;121.709.956
74;28.296.297;503.540.586;Nano;2.600.953.411
20;6.660.924.603;0.657145317;Nano;7.478.780.996
76;2.101.001.801;4.471.264.224;Micro;2.757.361.419
50;1.175.894.464;0.697241088;Micro;1.731.877.931
33;1.017.684.557;1.872.567.716;Macro;1.175.528.494
14;1.171.320.283;2.402.996.799;Macro;4.739.172.408
34;8.964.285.289;2.893.730.794;Macro;1.233.492.232
47;1.199.797.611;2.844.788.545;Nano;1.722.701.919
79;2.899.004.026;570.656.376;Mega;287.583.199
17;7.089.038.619;0.26723685;Micro;5.696.744.934
52;1.504.080.543;2.272.803.588;Mega;182.727.109
38;1.403.210.293;0.298856444;Macro;1.412.176.727
86;2.793.960.266;637.750.394;Macro;3.077.189.371
33;3.887.493.556;2.279.986.256;Mega;1.160.153.021
33;8.231.079.212;1.830.718.076;Micro;1.184.636.653
23;1.215.512.676;2.918.798.045;Macro;850.929.438
66;1.643.219.543;3.237.042.142;Macro;236.891.033
69;2.132.044.497;4.852.932.371;Nano;2.492.061.005
96;3.145.066.121;5.395.932.867;Mega;3.439.108.493
20;8.556.137.899;2.255.180.617;Mega;7.928.170.883
43;1.761.064.561;17.945.904;Nano;1.494.068.721
59;2.149.268.803;1.530.348.612;Macro;2.056.847.968
40;2.374.013.807;2.669.949.446;Macro;1.371.688.236
16;2.452.537.089;0.865971168;Macro;6.106.091.789
100;3.607.233.519;7.343.767.899;Micro;3.536.186.338
87;2.699.627.762;1.866.030.869;Micro;3.121.486.992
37;1.407.541.414;0.27774083;Nano;1.316.662.526
26;2.411.407.696;1.128.846.504;Mega;9.318.048.032
21;1.086.564.488;1.233.637.133;Nano;7.525.843.567
86;1.890.730.836;4.165.039.776;Micro;3.052.043.714
95;2.573.376.486;2.270.527.985;Nano;3.366.571.388
88;328.470.874;6.447.430.549;Macro;3.107.435.048
79;2.339.125.587;5.083.688.528;Nano;2.818.609.461
93;3.411.216.622;2.786.386.971;Nano;3.291.673.553
49;1.055.474.179;0.342502633;Macro;178.562.485
39;1.042.906.573;437.599.992;Macro;1.384.315.947
53;2.516.287.834;5.689.885.638;Micro;1.865.292.231
49;1.416.394.929;1.040.513.946;Micro;1.738.000.165
78;2.117.355.108;1.521.428.549;Nano;2.798.417.838
95;2.846.452.027;3.601.174.633;Mega;3.449.207.919
55;20.873.105;2.839.873.992;Mega;1.939.000.676
90;2.474.690.445;7.061.842.686;Mega;3.238.554.048
20;7.833.709.453;4.783.670.357;Mega;7.107.465.941
57;1.622.435.758;2.816.390.044;Nano;2.095.364.989
37;7.139.056.221;2.660.930.829;Nano;1.298.872.684
49;1.891.431.788;0.747304256;Macro;1.722.528.762
31;1.253.100.733;2.685.308.786;Nano;1.140.487.612
16;1.575.240.439;2.036.787.105;Micro;5.908.480.912
24;1.101.989.424;0.759861818;Macro;8.673.732.416
62;1.783.636.305;3.980.693.917;Micro;2.225.440.304
99;3.523.872.291;2.678.608.349;Mega;3.530.973.035
99;2.965.963.013;773.038.091;Micro;3.535.486.523
75;2.156.510.793;6.507.939.785;Micro;2.678.527.494
68;1.114.928.351;3.602.205.534;Mega;2.409.624.117
98;3.489.357.897;6.591.226.551;Nano;3.523.186.779
26;1.072.282.034;2.627.919.227;Macro;9.079.028.582
15;1.619.455.174;0.263737433;Nano;5.622.270.792
75;2.476.678.077;8.778.415.289;Micro;2.648.282.337
61;9.879.165.582;1.436.028.111;Nano;2.130.716.274
16;3.815.213.208;0.3327901;Macro;5.321.920.964
53;1.936.161.231;1.654.827.873;Nano;1.896.550.645
13;1.430.684.248;1.661.340.041;Micro;4.663.333.169
62;2.156.658.905;1.046.840.025;Nano;2.199.001.444
21;6.753.057.335;1.970.540.402;Macro;7.512.415.924
61;2.601.795.786;4.539.550.507;Micro;2.165.499.263
13;1.523.935.466;3.518.965.997;Nano;5.133.690.796
67;2.374.360.068;2.231.237.256;Micro;2.370.171.391
90;3.045.987.894;6.350.355.454;Mega;3.151.792.046
50;2.186.344.116;5.987.261.805;Nano;1.769.233.723
12;7.525.871.114;4.351.137.632;Nano;453.684.816
75;2.029.945.501;8.637.936.045;Nano;2.685.657.321
60;319.179.502;1.642.863.312;Macro;2.157.581.688
74;2.232.464.234;4.001.166.429;Macro;2.663.627.574
10;2.687.161.173;2.552.869.928;Mega;3.708.405.319
54;1.368.614.516;0.864997463;Nano;1.990.335.836
40;995.269.779;0.498155859;Nano;1.468.899.396
51;2.745.609.511;1.952.142.405;Micro;1.813.418.933
80;1.932.978.829;2.659.791.544;Macro;2.867.241.475
14;2.648.968.868;2.182.940.143;Nano;5.557.428.349
29;8.943.415.485;2.715.735.436;Nano;105.320.521
61;9.574.189.313;1.846.560.373;Nano;2.159.117.227
83;3.188.569.222;303.815.294;Micro;2.962.449.421
15;7.631.560.662;1.459.345.124;Nano;5.544.668.068
39;2.155.430.149;3.285.517.042;Micro;1.457.086.026
58;2.076.268.193;4.156.663.595;Mega;2.088.131.736
64;2.053.317.132;4.245.637.001;Micro;2.267.806.507
59;2.118.724.484;1.117.233.143;Nano;2.066.212.101
89;3.051.487.365;9.431.987.087;Macro;31.425.191
64;2.637.581.692;3.715.556.358;Mega;2.257.821.031
14;2.359.354.088;1.141.379.612;Micro;5.049.789.748
54;1.309.647.398;175.071.503;Mega;1.958.150.488
40;6.151.431.894;5.955.430.467;Mega;1.431.785.436
23;9.665.970.142;3.653.518.074;Nano;7.778.736.554
67;2.228.131.803;5.024.264.569;Mega;237.488.704
37;4.539.363.375;0.807812497;Mega;1.281.104.963
33;2.081.105.562;4.438.582.726;Mega;1.185.002.089
97;2.994.711.311;4.767.623.725;Mega;3.459.467.083
67;1.670.537.458;2.657.607.685;Macro;2.383.346.609
27;2.742.980.844;0.29066076;Mega;9.601.512.547
46;1.378.266.234;0.176731945;Macro;164.256.028
17;6.933.958.113;1.745.695.372;Macro;6.064.135.781
70;251.423.791;3.418.215.318;Nano;248.981.991
97;3.053.983.841;8.846.154.241;Mega;3.484.529.616
100;3.010.706.369;8.054.539.885;Mega;3.577.881.952
18;1.481.611.067;2.321.315.362;Nano;5.954.822.642
63;1.579.820.177;4.337.964.302;Macro;2.257.454.019
47;1.558.848.883;4.779.978.973;Mega;16.645.073
77;250.517.546;4.273.356.679;Nano;2.701.674.917
60;1.759.914.055;1.792.459.542;Macro;2.170.082.053
12;530.937.103;0.886191819;Micro;4.069.035.888
58;2.136.662.978;4.869.841.897;Macro;2.099.160.703
66;1.819.837.817;6.138.034.353;Mega;236.411.755
98;3.729.968.791;5.509.882.621;Mega;3.469.490.364
23;1.480.553.314;1.818.714.968;Micro;8.027.251.748
29;4.442.709.588;3.533.258.348;Mega;1.044.211.823
57;2.451.159.611;1.932.471.284;Mega;2.014.312.428
10;1.667.023.998;5.648.119.947;Micro;3.478.708.531
97;3.478.643.691;5.168.134.754;Micro;3.440.295.871
62;1.325.095.926;2.680.226.827;Nano;2.181.731.421
78;3.121.946.728;7.587.730.571;Nano;2.706.535.949
32;2.147.726.978;345.746.956;Macro;1.136.751.386
56;2.141.117.235;3.944.672.626;Micro;1.990.041.018
44;126.133.501;2.000.279.606;Micro;1.586.730.922
25;1.566.067.741;4.894.260.232;Mega;93.293.216
46;7.179.374.076;3.421.230.648;Macro;16.649.574
49;1.757.987.378;1.218.985.086;Macro;1.736.120.794
84;2.825.584.373;5.699.994.101;Mega;2.988.823.429
12;6.299.113.349;0.91215344;Micro;4.015.359.647
99;3.492.092.671;6.825.080.712;Nano;3.559.261.224
47;1.291.493.042;1.829.351.188;Nano;1.728.780.528
31;1.082.249.016;0.857715137;Macro;1.073.165.162
64;2.233.541.786;0.434649663;Mega;2.258.049.954
88;2.559.728.155;4.903.209.547;Micro;3.143.113.297
94;2.123.189.006;4.101.766.949;Mega;3.342.461.302
13;1.197.337.764;0.12416714;Mega;4.949.801.278
94;3.399.373.618;5.491.583.816;Nano;3.347.914.212
61;2.682.343.484;5.586.457.741;Macro;2.143.465.426
75;2.657.604.552;6.141.799.337;Macro;2.652.172.358
83;2.414.078.851;5.204.844.004;Micro;292.313.545
10;5.298.172.116;0.903993562;Mega;37.069.275
84;2.729.955.891;5.084.324.988;Micro;3.051.819.706
27;8.356.876.047;3.829.888.213;Micro;9.793.025.316
66;3.439.442.709;3.764.872.969;Mega;2.408.906.045
60;1.120.191.354;3.278.170.228;Micro;210.069.569
44;1.182.249.558;1.840.562.767;Macro;1.556.302.295
11;2.478.502.537;1.480.315.228;Micro;3.886.596.606
38;9.953.269.119;0.713255761;Nano;1.343.960.949
35;1.457.976.711;3.274.513.943;Nano;1.241.763.504
49;1.659.159.546;0.394758957;Micro;1.773.087.891
63;1.866.286.971;2.145.018.859;Nano;2.258.508.972
26;1.717.752.921;297.097.749;Nano;9.450.404.095
39;504.461.794;2.012.805.814;Macro;1.388.562.113
31;1.812.941.166;3.425.164.997;Macro;1.135.480.982
32;1.185.926.874;1.787.562.176;Mega;1.103.772.781
14;1.124.439.034;2.602.426.966;Mega;5.387.149.398
77;2.546.734.474;1.829.690.923;Mega;2.737.988.825
69;2.104.661.271;5.599.101.966;Nano;2.456.431.449
88;2.943.758.471;5.523.007.979;Micro;3.171.594.292
93;2.464.119.515;4.856.110.743;Mega;3.260.358.817
10;0.573244039;1.072.542.455;Micro;3.371.960.742
85;2.957.319.313;5.647.527.894;Nano;2.983.137.084
91;2.948.179.455;2.502.110.175;Nano;3.248.713.637
92;268.926.879;3.890.886.001;Nano;3.278.695.387
25;1.396.921.225;5.209.408.375;Mega;9.062.518.481
33;7.841.799.099;2.114.598.916;Nano;1.133.965.237
77;2.846.882.717;3.439.719.406;Macro;2.749.067.731
69;2.694.994.463;2.112.651.668;Nano;2.453.328.876
25;1.247.191.596;1.757.639.591;Mega;9.004.268.581
67;2.820.812.272;403.044.572;Micro;2.396.004.589
47;1.960.088.777;8.160.758.956;Mega;1.669.758.535
81;3.248.179.976;5.065.837.233;Macro;2.879.154.222
98;3.380.416.617;6.854.701.422;Macro;3.496.410.831
78;2.473.579.762;485.653.667;Nano;2.795.227.695
35;1.507.233.814;0.928096772;Macro;1.235.652.911
26;8.871.762.171;1.900.113.447;Nano;917.104.474
58;2.723.205.765;4.969.437.558;Micro;2.117.283.823
46;2.382.047.528;1.627.421.268;Micro;1.594.508.481
60;1.722.084.922;541.143.896;Mega;2.166.682.401
51;1.617.484.875;1.898.537.466;Micro;1.850.487.647
27;1.224.599.734;2.026.165.043;Mega;9.996.302.723
55;1.465.663.336;3.817.979.653;Micro;1.915.212.661
88;3.106.040.008;5.598.760.009;Micro;3.131.249.453
33;5.338.710.726;231.694.426;Macro;120.252.124
43;1.462.315.899;3.608.015.493;Nano;1.542.647.062
84;3.121.585.735;1.944.918.744;Micro;2.966.152.122
97;3.141.745.386;401.690.321;Nano;3.434.816.646
49;1.860.629.352;5.167.471.593;Nano;1.755.391.351
54;2.681.127.265;762.812.867;Mega;1.938.712.032
15;5.559.327.554;1.207.829.519;Mega;4.827.654.502
68;1.684.529.732;4.987.388.927;Macro;2.433.928.083
37;1.333.891.846;2.531.478.926;Micro;1.328.755.737
79;2.674.288.882;4.026.507.794;Nano;2.856.838.804
96;2.460.359.711;414.617.113;Nano;3.429.582.007
56;1.468.210.758;3.733.367.354;Micro;2.041.140.192
31;1.232.745.975;1.450.388.739;Mega;1.067.625.412
34;1.815.111.996;3.103.474.045;Micro;1.201.130.232
62;2.656.556.136;2.245.302.708;Mega;2.162.518.814
38;1.520.246.594;2.346.264.462;Micro;1.289.935.813
32;1.448.736.052;0.931805763;Macro;1.111.881.219
91;3.548.887.371;6.478.934.029;Micro;3.246.273.336
30;1.187.771.692;0.521646686;Nano;1.055.402.871
53;177.104.836;0.670137979;Nano;1.850.330.295
87;3.445.287.378;5.827.060.764;Mega;3.082.204.699
92;278.684.782;2.766.438.696;Micro;3.234.020.966
97;3.891.395.638;9.088.162.781;Nano;3.493.943.713
99;3.447.576.407;493.427.199;Macro;3.475.524.099
68;1.641.037.116;3.082.835.585;Macro;2.433.430.795
73;1.720.243.034;5.265.145.607;Mega;2.630.079.568
73;3.185.438.735;5.430.961.826;Mega;2.601.410.479
20;7.325.061.924;1.587.892.055;Nano;7.088.148.393
38;1.717.151.486;4.116.564.215;Macro;1.390.004.943
79;2.823.216.199;476.982.045;Macro;2.803.209.694
48;7.395.379.413;2.925.949.505;Nano;172.524.878
79;2.665.916.629;5.058.853.639;Mega;2.860.745.214
28;1.598.710.355;0.831085792;Mega;9.567.204.115
61;2.198.199.898;4.021.468.949;Macro;2.208.382.216
59;1.915.990.669;4.831.583.416;Nano;2.124.086.283
99;333.817.234;8.147.554.697;Micro;3.496.352.619
66;2.243.386.587;0.874304744;Micro;2.324.095.312
12;2.689.973.086;1.873.918.167;Mega;4.674.453.019
14;4.702.788.925;1.325.031.956;Mega;4.720.872.537
37;1.156.440.578;3.196.670.639;Micro;1.291.776.006
95;2.408.392.299;3.537.059.462;Micro;3.382.973.414
74;2.071.704.181;3.564.433.801;Nano;2.635.298.439
85;2.747.012.019;5.023.978.417;Nano;3.049.218.522
17;146.946.038;0.474445692;Mega;6.056.969.734
42;1.205.907.089;1.472.850.958;Micro;1.468.234.527
60;178.876.588;4.215.976.155;Macro;2.191.544.568
32;1.121.930.355;0.656788657;Micro;1.147.290.885
29;2.205.660.505;4.372.790.192;Nano;102.160.097
56;2.265.913.506;0.484667648;Mega;2.019.764.459
11;7.322.336.297;1.174.883.484;Micro;369.690.515
57;2.327.044.919;5.741.407.966;Micro;2.042.368.808
95;3.805.125.413;3.180.587.039;Micro;3.370.168.508
70;1.839.714.752;1.654.340.278;Macro;248.034.799
46;1.543.266.188;1.018.386.283;Mega;1.548.304.186
84;2.806.256.577;3.420.994.554;Nano;2.940.207.823
72;2.644.800.535;3.509.245.812;Micro;2.563.737.002
14;6.167.699.608;0.901902768;Nano;4.577.378.949
52;1.825.418.226;2.745.603.394;Nano;1.827.775.529
13;2.879.753.335;0.221099517;Micro;4.056.580.781
76;3.136.438.375;7.209.496.962;Macro;2.699.524.569
93;2.300.790.846;442.627.669;Micro;3.307.429.786
31;7.682.984.504;1.443.827.375;Nano;1.100.272.035
31;205.097.048;1.575.745.303;Macro;1.106.422.897
62;1.699.203.482;3.781.429.364;Mega;2.191.695.306
47;1.876.508.582;6.298.226.829;Macro;1.605.020.705
87;3.793.348.578;7.081.628.466;Macro;3.052.916.435
52;1.204.481.355;0.370684494;Nano;187.710.916
94;3.483.022.342;6.007.376.739;Mega;33.030.906
14;3.492.288.507;1.662.926.385;Micro;5.136.711.319
45;1.418.460.355;5.545.421.141;Macro;1.535.787.045
20;6.533.529.151;0.389875207;Mega;6.865.396.305
63;2.700.388.098;4.800.652.099;Nano;2.211.447.837
80;315.992.473;5.409.547.295;Mega;2.802.136.399
85;2.820.271.003;7.586.978.644;Macro;3.000.219.219
88;2.462.803.209;9.751.647.012;Micro;3.144.924.171
26;809.305.976;2.677.550.763;Macro;9.156.749.737
47;116.137.875;1.815.052.726;Nano;1.646.803.039
75;305.037.236;3.850.431.399;Macro;2.698.695.308
63;2.016.504.866;3.549.288.353;Micro;2.254.633.762
90;3.290.465.972;5.083.271.911;Nano;3.215.275.916
69;1.755.118.962;3.143.709.747;Micro;2.462.388.495
45;1.090.863.806;3.192.073.711;Mega;1.583.131.509
40;1.815.010.991;3.230.139.036;Macro;145.522.259
60;1.486.021.668;4.607.362.648;Nano;2.129.957.539
46;1.318.020.546;323.549.134;Micro;1.600.951.532
68;2.561.370.018;6.464.483.068;Nano;2.410.343.466
38;9.060.266.838;0.887353031;Macro;1.392.286.275
76;2.759.610.149;3.303.434.183;Micro;2.754.277.547
20;775.687.576;2.572.286.867;Mega;6.757.490.362
78;3.088.048.795;1.018.875.485;Mega;2.801.919.658
85;2.285.941.276;7.506.443.292;Nano;300.249.264
56;2.281.045.197;2.525.908.541;Mega;2.054.840.995
39;1.817.030.662;4.848.508.766;Nano;1.334.247.192
78;2.871.579.999;6.852.004.197;Nano;2.788.508.346
54;1.617.955.891;2.089.970.315;Micro;1.902.520.081
25;1.923.206.627;4.730.563.384;Macro;856.443.847
65;2.325.107.396;2.460.484.219;Micro;232.107.967
85;3.341.836.523;4.973.469.351;Mega;3.043.024.959
59;2.346.416.167;3.671.607.869;Macro;210.486.536
57;1.248.040.325;1.319.113.037;Mega;2.039.487.779
28;4.501.081.536;191.382.614;Micro;9.973.547.127
18;1.864.835.189;106.921.254;Macro;6.506.488.853
29;6.043.136.607;2.687.085.163;Macro;1.017.190.725
95;2.803.957.327;283.256.978;Mega;3.356.043.224
60;2.260.144.502;6.898.288.302;Macro;2.137.171.527
60;2.251.866.848;8.211.918.044;Macro;208.827.418
64;214.781.953;7.187.973.139;Nano;2.334.035.373
71;2.898.931.813;4.510.760.387;Nano;2.501.517.552
100;304.451.489;7.897.284.137;Mega;3.537.459.182
72;2.449.953.205;3.518.819.199;Macro;2.574.434.401
99;3.096.792.254;5.586.192.961;Nano;3.528.213.765
43;1.503.138.623;0.742116974;Mega;152.049.374
89;4.155.373.951;6.947.762.673;Micro;3.130.552.815
68;2.922.260.357;4.406.522.888;Macro;2.380.909.092
40;2.178.629.319;7.451.511.141;Micro;1.395.172.092
51;2.067.313.753;2.285.148.533;Micro;1.836.163.499
17;0.000683948;0.672619169;Nano;5.809.863.066
47;2.014.777.418;1.070.821.747;Nano;1.655.760.459
32;0.084174691;0.64327624;Mega;1.133.008.572
45;1.186.478.335;1.576.683.416;Nano;1.595.095.337
46;1.141.002.235;2.694.955.186;Mega;1.588.004.728
49;2.077.180.963;3.689.627.871;Nano;1.702.013.952
65;269.743.057;5.266.266.037;Nano;2.313.513.943
74;2.197.087.596;8.203.744.409;Macro;2.634.299.319
75;1.952.474.885;2.011.565.642;Micro;2.724.127.729
33;1.039.803.735;131.512.554;Macro;1.177.516.434
80;2.474.200.406;1.469.919.578;Mega;2.841.730.009
17;1.333.245.508;3.854.678.784;Mega;6.139.875.271
100;3.676.158.596;6.258.340.608;Micro;3.564.412.903
13;2.807.795.774;0.60165589;Mega;4.815.867.528
87;2.911.492.788;6.434.981.931;Nano;3.100.488.048
80;2.400.926.522;0.277916714;Macro;2.886.605.546
25;5.308.684.631;1.459.211.679;Nano;8.975.857.399
65;2.250.506.462;6.523.355.861;Macro;227.624.483
15;7.650.640.038;3.483.067.269;Micro;5.634.621.181
90;3.082.298.689;1.891.624.828;Nano;3.228.478.529
87;2.473.827.816;3.608.007.687;Mega;3.131.932.687
87;2.932.736.229;1.618.873.632;Nano;3.101.228.399
35;1.482.454.522;1.765.247.886;Nano;122.065.538
58;1.824.844.637;0.464631537;Macro;2.072.787.158
11;15.308.523;2.412.231.941;Micro;3.697.050.118
85;3.261.828.343;7.461.405.498;Mega;3.017.104.781
64;2.528.047.404;1.795.472.681;Macro;2.238.618.866
69;1.321.271.627;251.343.887;Mega;2.454.635.049
38;5.433.861.834;468.229.946;Macro;1.347.842.978
42;9.042.435.583;0.400175497;Nano;1.504.635.226
10;3.779.924.037;1.188.229.762;Macro;4.069.590.144
88;2.578.893.457;5.871.907.356;Mega;3.150.931.833
18;432.467.821;1.383.422.123;Mega;6.091.377.507
77;2.853.692.221;3.714.551.546;Mega;271.690.631
24;1.026.587.715;4.105.277.331;Nano;841.969.111
87;2.165.560.783;4.342.996.442;Macro;3.069.010.938
